Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
120000,00000544,false,Rx,0,8,60,00,00,00,00,00,00,00
130000,00000018,false,Rx,0,8,46,A0,01,00,00,00,00,E7
130000,0000002C,false,Rx,0,8,D0,44,4B,00,00,00,00,5F
130000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
130000,00000251,false,Rx,0,8,D0,7E,82,00,00,00,00,D0
130000,00000260,false,Rx,0,8,D0,44,A9,00,00,00,00,BD
140000,00000018,false,Rx,0,8,46,A6,00,00,00,00,00,EC
140000,0000002C,false,Rx,0,8,E0,44,01,00,00,00,00,25
140000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
140000,000000A6,false,Rx,0,8,07,F0,07,F0,07,F0,07,F0
140000,00000251,false,Rx,0,8,E0,7D,68,00,00,00,00,C5
140000,00000260,false,Rx,0,8,E0,44,69,00,00,00,00,8D
140000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
140000,00000544,false,Rx,0,8,70,00,00,00,00,00,00,00
150000,00000018,false,Rx,0,8,46,AC,01,00,00,00,00,F3
150000,0000002C,false,Rx,0,8,F0,44,8D,00,00,00,00,C1
150000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
150000,00000251,false,Rx,0,8,F0,7B,A9,00,00,00,00,14
150000,00000260,false,Rx,0,8,F0,44,61,00,00,00,00,95
160000,00000018,false,Rx,0,8,46,B2,03,00,00,00,00,FB
160000,0000002C,false,Rx,0,8,00,45,4A,00,00,00,00,8F
160000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
160000,000000A6,false,Rx,0,8,07,FF,07,FF,07,FF,07,FF
160000,00000251,false,Rx,0,8,00,79,28,00,00,00,00,A1
160000,00000260,false,Rx,0,8,00,44,D1,00,00,00,00,15
160000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
160000,00000544,false,Rx,0,8,80,00,00,00,00,00,00,00
170000,00000018,false,Rx,0,8,46,B8,01,00,00,00,00,FF
170000,0000002C,false,Rx,0,8,10,45,42,00,00,00,00,97
170000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
170000,00000251,false,Rx,0,8,10,77,E6,00,00,00,00,6D
170000,00000260,false,Rx,0,8,10,44,87,00,00,00,00,DB
180000,00000018,false,Rx,0,8,46,BE,03,00,00,00,00,07
180000,0000002C,false,Rx,0,8,20,45,80,00,00,00,00,E5
180000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
180000,000000A6,false,Rx,0,8,08,0F,08,0F,08,0F,08,0F
180000,00000251,false,Rx,0,8,20,75,BD,00,00,00,00,52
180000,00000260,false,Rx,0,8,20,44,90,00,00,00,00,F4
180000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
180000,00000544,false,Rx,0,8,90,00,00,00,00,00,00,00
190000,00000018,false,Rx,0,8,46,C4,02,00,00,00,00,0C
190000,0000002C,false,Rx,0,8,30,46,59,00,00,00,00,CF
190000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
190000,00000251,false,Rx,0,8,30,73,2F,00,00,00,00,D2
190000,00000260,false,Rx,0,8,30,44,98,00,00,00,00,0C
200000,00000018,false,Rx,0,8,46,CA,00,00,00,00,00,10
200000,0000002C,false,Rx,0,8,40,46,38,00,00,00,00,BE
200000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
200000,000000A6,false,Rx,0,8,08,1F,08,1F,08,1F,08,1F
200000,00000251,false,Rx,0,8,40,71,61,00,00,00,00,12
200000,00000260,false,Rx,0,8,40,44,79,00,00,00,00,FD
200000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
200000,00000544,false,Rx,0,8,A0,00,00,00,00,00,00,00
200000,000004F1,false,Rx,0,8,20,00,00,00,00,00,00,20
210000,00000018,false,Rx,0,8,46,CF,01,00,00,00,00,16
210000,0000002C,false,Rx,0,8,50,47,0D,00,00,00,00,A4
210000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
210000,00000251,false,Rx,0,8,50,70,1A,00,00,00,00,DA
210000,00000260,false,Rx,0,8,50,45,31,00,00,00,00,C6
220000,00000018,false,Rx,0,8,46,D5,03,00,00,00,00,1E
220000,0000002C,false,Rx,0,8,60,48,43,00,00,00,00,EB
220000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
220000,000000A6,false,Rx,0,8,08,2E,08,2E,08,2E,08,2E
220000,00000251,false,Rx,0,8,60,6E,89,00,00,00,00,57
220000,00000260,false,Rx,0,8,60,45,19,00,00,00,00,BE
220000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
220000,00000544,false,Rx,0,8,B0,00,00,00,00,00,00,00
230000,00000018,false,Rx,0,8,46,DA,02,00,00,00,00,22
230000,0000002C,false,Rx,0,8,70,48,07,00,00,00,00,BF
230000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
230000,00000251,false,Rx,0,8,70,6C,C1,00,00,00,00,9D
230000,00000260,false,Rx,0,8,70,46,C9,00,00,00,00,7F
240000,00000018,false,Rx,0,8,46,E0,02,00,00,00,00,28
240000,0000002C,false,Rx,0,8,80,49,B7,00,00,00,00,80
240000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
240000,000000A6,false,Rx,0,8,08,3E,08,3E,08,3E,08,3E
240000,00000251,false,Rx,0,8,80,6A,14,00,00,00,00,FE
240000,00000260,false,Rx,0,8,80,46,FB,00,00,00,00,C1
240000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
240000,00000544,false,Rx,0,8,C0,00,00,00,00,00,00,00
250000,00000018,false,Rx,0,8,46,E6,01,00,00,00,00,2D
250000,0000002C,false,Rx,0,8,90,4A,79,00,00,00,00,53
250000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
250000,00000251,false,Rx,0,8,90,68,25,00,00,00,00,1D
250000,00000260,false,Rx,0,8,90,47,4E,00,00,00,00,25
260000,00000018,false,Rx,0,8,46,EB,01,00,00,00,00,32
260000,0000002C,false,Rx,0,8,A0,4B,A5,00,00,00,00,90
260000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
260000,000000A6,false,Rx,0,8,08,4D,08,4D,08,4D,08,4D
260000,00000251,false,Rx,0,8,A0,67,60,00,00,00,00,67
260000,00000260,false,Rx,0,8,A0,47,1B,00,00,00,00,02
260000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
260000,00000544,false,Rx,0,8,D0,00,00,00,00,00,00,00
270000,00000018,false,Rx,0,8,46,F0,02,00,00,00,00,38
270000,0000002C,false,Rx,0,8,B0,4C,08,00,00,00,00,04
270000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
270000,00000251,false,Rx,0,8,B0,65,6F,00,00,00,00,84
270000,00000260,false,Rx,0,8,B0,48,B8,00,00,00,00,B0
280000,00000018,false,Rx,0,8,46,F6,00,00,00,00,00,3C
280000,0000002C,false,Rx,0,8,C0,4D,59,00,00,00,00,66
280000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
280000,000000A6,false,Rx,0,8,08,5C,08,5C,08,5C,08,5C
280000,00000251,false,Rx,0,8,C0,63,F5,00,00,00,00,18
280000,00000260,false,Rx,0,8,C0,49,01,00,00,00,00,0A
280000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
280000,00000544,false,Rx,0,8,E0,00,00,00,00,00,00,00
290000,00000018,false,Rx,0,8,46,FB,00,00,00,00,00,41
290000,0000002C,false,Rx,0,8,D0,4E,87,00,00,00,00,A5
290000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
290000,00000251,false,Rx,0,8,D0,62,6A,00,00,00,00,9C
290000,00000260,false,Rx,0,8,D0,49,DA,00,00,00,00,F3
300000,00000018,false,Rx,0,8,47,00,03,00,00,00,00,4A
300000,0000002C,false,Rx,0,8,E0,4F,1A,00,00,00,00,49
300000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
300000,000000A6,false,Rx,0,8,08,6B,08,6B,08,6B,08,6B
300000,00000251,false,Rx,0,8,E0,60,AA,00,00,00,00,EA
300000,00000260,false,Rx,0,8,E0,4A,2C,00,00,00,00,56
300000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
300000,00000544,false,Rx,0,8,F0,00,00,00,00,00,00,00
300000,000004F1,false,Rx,0,8,30,00,00,00,00,00,00,30
310000,00000018,false,Rx,0,8,47,05,00,00,00,00,00,4C
310000,0000002C,false,Rx,0,8,F0,50,40,00,00,00,00,80
310000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
310000,00000251,false,Rx,0,8,F0,5E,9B,00,00,00,00,E9
310000,00000260,false,Rx,0,8,F0,4B,96,00,00,00,00,D1
320000,00000018,false,Rx,0,8,47,0A,02,00,00,00,00,53
320000,0000002C,false,Rx,0,8,00,51,D7,00,00,00,00,28
320000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
320000,000000A6,false,Rx,0,8,08,7A,08,7A,08,7A,08,7A
320000,00000251,false,Rx,0,8,00,5D,07,00,00,00,00,64
320000,00000260,false,Rx,0,8,00,4C,F5,00,00,00,00,41
320000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
320000,00000544,false,Rx,0,8,00,00,00,00,00,00,00,00
330000,00000018,false,Rx,0,8,47,0F,02,00,00,00,00,58
330000,0000002C,false,Rx,0,8,10,53,3A,00,00,00,00,9D
330000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
330000,00000251,false,Rx,0,8,10,5B,6C,00,00,00,00,D7
330000,00000260,false,Rx,0,8,10,4D,66,00,00,00,00,C3
340000,00000018,false,Rx,0,8,47,14,02,00,00,00,00,5D
340000,0000002C,false,Rx,0,8,20,54,20,00,00,00,00,94
340000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
340000,000000A6,false,Rx,0,8,08,89,08,89,08,89,08,89
340000,00000251,false,Rx,0,8,20,5A,61,00,00,00,00,DB
340000,00000260,false,Rx,0,8,20,4E,31,00,00,00,00,9F
340000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
340000,00000544,false,Rx,0,8,10,00,00,00,00,00,00,00
350000,00000018,false,Rx,0,8,47,18,00,00,00,00,00,5F
350000,0000002C,false,Rx,0,8,30,55,F3,00,00,00,00,78
350000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
350000,00000251,false,Rx,0,8,30,58,3C,00,00,00,00,C4
350000,00000260,false,Rx,0,8,30,4F,0D,00,00,00,00,8C
360000,00000018,false,Rx,0,8,47,1D,03,00,00,00,00,67
360000,0000002C,false,Rx,0,8,40,57,E5,00,00,00,00,7C
360000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
360000,000000A6,false,Rx,0,8,08,97,08,97,08,97,08,97
360000,00000251,false,Rx,0,8,40,57,F5,00,00,00,00,8C
360000,00000260,false,Rx,0,8,40,50,69,00,00,00,00,F9
360000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
360000,00000544,false,Rx,0,8,20,00,00,00,00,00,00,00
370000,00000018,false,Rx,0,8,47,21,00,00,00,00,00,68
370000,0000002C,false,Rx,0,8,50,58,B9,00,00,00,00,61
370000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
370000,00000251,false,Rx,0,8,50,56,7C,00,00,00,00,22
370000,00000260,false,Rx,0,8,50,52,57,00,00,00,00,F9
380000,00000018,false,Rx,0,8,47,26,03,00,00,00,00,70
380000,0000002C,false,Rx,0,8,60,59,37,00,00,00,00,F0
380000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
380000,000000A6,false,Rx,0,8,08,A6,08,A6,08,A6,08,A6
380000,00000251,false,Rx,0,8,60,54,68,00,00,00,00,1C
380000,00000260,false,Rx,0,8,60,53,95,00,00,00,00,48
380000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
380000,00000544,false,Rx,0,8,30,00,00,00,00,00,00,00
390000,00000018,false,Rx,0,8,47,2A,00,00,00,00,00,71
390000,0000002C,false,Rx,0,8,70,5B,E7,00,00,00,00,B2
390000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
390000,00000251,false,Rx,0,8,70,53,CB,00,00,00,00,8E
390000,00000260,false,Rx,0,8,70,54,29,00,00,00,00,ED
400000,00000018,false,Rx,0,8,47,2E,02,00,00,00,00,77
400000,0000002C,false,Rx,0,8,80,5C,71,00,00,00,00,4D
400000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
400000,000000A6,false,Rx,0,8,08,B4,08,B4,08,B4,08,B4
400000,00000251,false,Rx,0,8,80,52,7A,00,00,00,00,4C
400000,00000260,false,Rx,0,8,80,56,F2,00,00,00,00,C8
400000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
400000,00000544,false,Rx,0,8,40,00,00,00,00,00,00,00
400000,000004F1,false,Rx,0,8,40,00,00,00,00,00,00,40
410000,00000018,false,Rx,0,8,47,33,02,00,00,00,00,7C
410000,0000002C,false,Rx,0,8,90,5E,16,00,00,00,00,04
410000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
410000,00000251,false,Rx,0,8,90,51,A4,00,00,00,00,85
410000,00000260,false,Rx,0,8,90,57,3B,00,00,00,00,22
420000,00000018,false,Rx,0,8,47,37,01,00,00,00,00,7F
420000,0000002C,false,Rx,0,8,A0,5F,9A,00,00,00,00,99
420000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
420000,000000A6,false,Rx,0,8,08,C2,08,C2,08,C2,08,C2
420000,00000251,false,Rx,0,8,A0,4F,90,00,00,00,00,7F
420000,00000260,false,Rx,0,8,A0,58,9D,00,00,00,00,95
420000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
420000,00000544,false,Rx,0,8,50,00,00,00,00,00,00,00
430000,00000018,false,Rx,0,8,47,3B,00,00,00,00,00,82
430000,0000002C,false,Rx,0,8,B0,61,EA,00,00,00,00,FB
430000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
430000,00000251,false,Rx,0,8,B0,4E,C2,00,00,00,00,C0
430000,00000260,false,Rx,0,8,B0,5A,CB,00,00,00,00,D5
440000,00000018,false,Rx,0,8,47,3E,00,00,00,00,00,85
440000,0000002C,false,Rx,0,8,C0,63,0F,00,00,00,00,32
440000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
440000,000000A6,false,Rx,0,8,08,D0,08,D0,08,D0,08,D0
440000,00000251,false,Rx,0,8,C0,4D,EE,00,00,00,00,FB
440000,00000260,false,Rx,0,8,C0,5B,F1,00,00,00,00,0C
440000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
440000,00000544,false,Rx,0,8,60,00,00,00,00,00,00,00
450000,00000018,false,Rx,0,8,47,42,01,00,00,00,00,8A
450000,0000002C,false,Rx,0,8,D0,64,1F,00,00,00,00,53
450000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
450000,00000251,false,Rx,0,8,D0,4C,B7,00,00,00,00,D3
450000,00000260,false,Rx,0,8,D0,5D,FA,00,00,00,00,27
460000,00000018,false,Rx,0,8,47,46,02,00,00,00,00,8F
460000,0000002C,false,Rx,0,8,E0,66,F5,00,00,00,00,3B
460000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
460000,000000A6,false,Rx,0,8,08,DD,08,DD,08,DD,08,DD
460000,00000251,false,Rx,0,8,E0,4B,9D,00,00,00,00,C8
460000,00000260,false,Rx,0,8,E0,5E,87,00,00,00,00,C5
460000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
460000,00000544,false,Rx,0,8,70,00,00,00,00,00,00,00
470000,00000018,false,Rx,0,8,47,49,00,00,00,00,00,90
470000,0000002C,false,Rx,0,8,F0,68,CD,00,00,00,00,25
470000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
470000,00000251,false,Rx,0,8,F0,4A,85,00,00,00,00,BF
470000,00000260,false,Rx,0,8,F0,60,2E,00,00,00,00,7E
480000,00000018,false,Rx,0,8,47,4D,01,00,00,00,00,95
480000,0000002C,false,Rx,0,8,00,6A,DA,00,00,00,00,44
480000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
480000,000000A6,false,Rx,0,8,08,EB,08,EB,08,EB,08,EB
480000,00000251,false,Rx,0,8,00,4A,B8,00,00,00,00,02
480000,00000260,false,Rx,0,8,00,61,C6,00,00,00,00,27
480000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
480000,00000544,false,Rx,0,8,80,00,00,00,00,00,00,00
490000,00000018,false,Rx,0,8,47,50,00,00,00,00,00,97
490000,0000002C,false,Rx,0,8,10,6B,37,00,00,00,00,B2
490000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
490000,00000251,false,Rx,0,8,10,49,FE,00,00,00,00,57
490000,00000260,false,Rx,0,8,10,63,5E,00,00,00,00,D1
500000,00000018,false,Rx,0,8,47,53,03,00,00,00,00,9D
500000,0000002C,false,Rx,0,8,20,6D,FB,00,00,00,00,88
500000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
500000,000000A6,false,Rx,0,8,08,F8,08,F8,08,F8,08,F8
500000,00000251,false,Rx,0,8,20,48,EE,00,00,00,00,56
500000,00000260,false,Rx,0,8,20,65,BD,00,00,00,00,42
500000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
500000,00000544,false,Rx,0,8,90,00,00,00,00,00,00,00
500000,000004F1,false,Rx,0,8,50,00,00,00,00,00,00,50
510000,00000018,false,Rx,0,8,47,56,02,00,00,00,00,9F
510000,0000002C,false,Rx,0,8,30,6F,E3,00,00,00,00,82
510000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
510000,00000251,false,Rx,0,8,30,47,32,00,00,00,00,A9
510000,00000260,false,Rx,0,8,30,67,C3,00,00,00,00,5A
520000,00000018,false,Rx,0,8,47,59,03,00,00,00,00,A3
520000,0000002C,false,Rx,0,8,40,71,25,00,00,00,00,D6
520000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
520000,000000A6,false,Rx,0,8,09,05,09,05,09,05,09,05
520000,00000251,false,Rx,0,8,40,47,F0,00,00,00,00,77
520000,00000260,false,Rx,0,8,40,68,BD,00,00,00,00,65
520000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
520000,00000544,false,Rx,0,8,A0,00,00,00,00,00,00,00
530000,00000018,false,Rx,0,8,47,5C,02,00,00,00,00,A5
530000,0000002C,false,Rx,0,8,50,73,29,00,00,00,00,EC
530000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
530000,00000251,false,Rx,0,8,50,46,A3,00,00,00,00,39
530000,00000260,false,Rx,0,8,50,6A,5F,00,00,00,00,19
540000,00000018,false,Rx,0,8,47,5F,01,00,00,00,00,A7
540000,0000002C,false,Rx,0,8,60,74,A4,00,00,00,00,78
540000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
540000,000000A6,false,Rx,0,8,09,11,09,11,09,11,09,11
540000,00000251,false,Rx,0,8,60,46,68,00,00,00,00,0E
540000,00000260,false,Rx,0,8,60,6C,E4,00,00,00,00,B0
540000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
540000,00000544,false,Rx,0,8,B0,00,00,00,00,00,00,00
550000,00000018,false,Rx,0,8,47,62,02,00,00,00,00,AB
550000,0000002C,false,Rx,0,8,70,76,4B,00,00,00,00,31
550000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
550000,00000251,false,Rx,0,8,70,45,BD,00,00,00,00,72
550000,00000260,false,Rx,0,8,70,6E,16,00,00,00,00,F4
560000,00000018,false,Rx,0,8,47,64,02,00,00,00,00,AD
560000,0000002C,false,Rx,0,8,80,78,21,00,00,00,00,19
560000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
560000,000000A6,false,Rx,0,8,09,1E,09,1E,09,1E,09,1E
560000,00000251,false,Rx,0,8,80,45,A0,00,00,00,00,65
560000,00000260,false,Rx,0,8,80,6F,86,00,00,00,00,75
560000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
560000,00000544,false,Rx,0,8,C0,00,00,00,00,00,00,00
570000,00000018,false,Rx,0,8,47,66,01,00,00,00,00,AE
570000,0000002C,false,Rx,0,8,90,7A,40,00,00,00,00,4A
570000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
570000,00000251,false,Rx,0,8,90,44,D3,00,00,00,00,A7
570000,00000260,false,Rx,0,8,90,71,E1,00,00,00,00,E2
580000,00000018,false,Rx,0,8,47,69,02,00,00,00,00,B2
580000,0000002C,false,Rx,0,8,A0,7C,8C,00,00,00,00,A8
580000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
580000,000000A6,false,Rx,0,8,09,2A,09,2A,09,2A,09,2A
580000,00000251,false,Rx,0,8,A0,44,17,00,00,00,00,FB
580000,00000260,false,Rx,0,8,A0,73,EE,00,00,00,00,01
580000,00000316,false,Rx,0,8,00,01,00,00,00,00,00,01
580000,00000544,false,Rx,0,8,D0,00,00,00,00,00,00,00
590000,00000018,false,Rx,0,8,47,6B,00,00,00,00,00,B2
590000,0000002C,false,Rx,0,8,B0,7E,A6,00,00,00,00,D4
590000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
590000,00000251,false,Rx,0,8,B0,44,71,00,00,00,00,65
590000,00000260,false,Rx,0,8,B0,75,86,00,00,00,00,AB
600000,00000018,false,Rx,0,8,47,6D,01,00,00,00,00,B5
600000,0000002C,false,Rx,0,8,C0,80,C3,00,00,00,00,03
600000,00000050,false,Rx,0,8,00,01,00,00,00,00,00,01
600000,000000A6,false,Rx,0,8,09,36,09,36,09,36,09,36
600000,00000251,false,Rx,0,8,C0,44,4A,00,00,00,00,4E
